n1;n2;s1;s2;year;kind
Frankreich;Rumaenien;2;1;2016;em
Albanien;Schweiz;0;1;2016;em
Rumaenien;Schweiz;1;1;2016;em
Frankreich;Albanien;2;0;2016;em
Schweiz;Frankreich;0;0;2016;em
Rumaenien;Albanien;0;1;2016;em
Wales;Slowakei;2;1;2016;em
England;Russland;1;1;2016;em
Russland;Slowakei;1;2;2016;em
England;Wales;2;1;2016;em
Slowakei;England;0;0;2016;em
Russland;Wales;0;3;2016;em
Polen;Nordirland;1;0;2016;em
Deutschland;Ukraine;2;0;2016;em
Ukraine;Nordirland;0;2;2016;em
Deutschland;Polen;0;0;2016;em
Ukraine;Polen;0;1;2016;em
Nordirland;Deutschland;0;1;2016;em
Tuerkei;Kroatien;0;1;2016;em
Spanien;Tschechien;1;0;2016;em
Tschechien;Kroatien;2;2;2016;em
Spanien;Tuerkei;3;0;2016;em
Kroatien;Spanien;2;1;2016;em
Tschechien;Tuerkei;0;2;2016;em
Irland;Schweden;1;1;2016;em
Belgien;Italien;0;2;2016;em
Italien;Schweden;1;0;2016;em
Belgien;Irland;3;0;2016;em
Italien;Irland;0;1;2016;em
Schweden;Belgien;0;1;2016;em
Oesterreich;Ungarn;0;2;2016;em
Portugal;Island;1;1;2016;em
Island;Ungarn;1;1;2016;em
Portugal;Oesterreich;0;0;2016;em
Ungarn;Portugal;3;3;2016;em
Island;Oesterreich;2;1;2016;em
Schweiz;Polen;4;5;2016;em
Wales;Nordirland;1;0;2016;em
Kroatien;Portugal;0;1;2016;em
Frankreich;Irland;2;1;2016;em
Deutschland;Slowakei;3;0;2016;em
Ungarn;Belgien;0;4;2016;em
Italien;Spanien;2;0;2016;em
England;Island;1;2;2016;em
Polen;Portugal;3;5;2016;em
Wales;Belgien;3;1;2016;em
Deutschland;Italien;6;5;2016;em
Frankreich;Island;5;2;2016;em
Portugal;Wales;2;0;2016;em
Deutschland;Frankreich;0;2;2016;em
Portugal;Frankreich;1;0;2016;em
Polen;Griechenland;1;1;2012;em
Russland;Tschechien;4;1;2012;em
Griechenland;Tschechien;1;2;2012;em
Polen;Russland;1;1;2012;em
Tschechien;Polen;1;0;2012;em
Griechenland;Russland;1;0;2012;em
Niederlande;Daenemark;0;1;2012;em
Deutschland;Portugal;1;0;2012;em
Daenemark;Portugal;2;3;2012;em
Niederlande;Deutschland;1;2;2012;em
Portugal;Niederlande;2;1;2012;em
Daenemark;Deutschland;1;2;2012;em
Spanien;Italien;1;1;2012;em
Irland;Kroatien;1;3;2012;em
Italien;Kroatien;1;1;2012;em
Spanien;Irland;4;0;2012;em
Kroatien;Spanien;0;1;2012;em
Italien;Irland;2;0;2012;em
Frankreich;England;1;1;2012;em
Ukraine;Schweden;2;1;2012;em
Ukraine;Frankreich;0;2;2012;em
Schweden;England;2;3;2012;em
England;Ukraine;1;0;2012;em
Schweden;Frankreich;2;0;2012;em
Tschechien;Portugal;0;1;2012;em
Deutschland;Griechenland;4;2;2012;em
Spanien;Frankreich;2;0;2012;em
England;Italien;2;4;2012;em
Portugal;Spanien;2;4;2012;em
Deutschland;Italien;1;2;2012;em
Spanien;Italien;4;0;2012;em
Schweiz;Tschechien;0;1;2008;em
Portugal;Tuerkei;2;0;2008;em
Tschechien;Portugal;1;3;2008;em
Schweiz;Tuerkei;1;2;2008;em
Schweiz;Portugal;2;0;2008;em
Tuerkei;Tschechien;3;2;2008;em
Oesterreich;Kroatien;0;1;2008;em
Deutschland;Polen;2;0;2008;em
Kroatien;Deutschland;2;1;2008;em
Oesterreich;Polen;1;1;2008;em
Oesterreich;Deutschland;0;1;2008;em
Polen;Kroatien;0;1;2008;em
Rumaenien;Frankreich;0;0;2008;em
Niederlande;Italien;3;0;2008;em
Italien;Rumaenien;1;1;2008;em
Niederlande;Frankreich;4;1;2008;em
Frankreich;Italien;0;2;2008;em
Niederlande;Rumaenien;2;0;2008;em
Spanien;Russland;4;1;2008;em
Griechenland;Schweden;0;2;2008;em
Schweden;Spanien;1;2;2008;em
Griechenland;Russland;0;1;2008;em
Griechenland;Spanien;1;2;2008;em
Russland;Schweden;2;0;2008;em
Portugal;Deutschland;2;3;2008;em
Kroatien;Tuerkei;1;3;2008;em
Niederlande;Russland;1;3;2008;em
Spanien;Italien;4;2;2008;em
Deutschland;Tuerkei;3;2;2008;em
Russland;Spanien;0;3;2008;em
Deutschland;Spanien;0;1;2008;em
Brasilien;Kroatien;3;1;2014;wm
Mexiko;Kamerun;1;0;2014;wm
Brasilien;Mexiko;0;0;2014;wm
Kamerun;Kroatien;0;4;2014;wm
Kamerun;Brasilien;1;4;2014;wm
Kroatien;Mexiko;1;3;2014;wm
Spanien;Niederlande;1;5;2014;wm
Chile;Australien;3;1;2014;wm
Australien;Niederlande;2;3;2014;wm
Spanien;Chile;0;2;2014;wm
Australien;Spanien;0;3;2014;wm
Niederlande;Chile;2;0;2014;wm
Kolumbien;Griechenland;3;0;2014;wm
Elfenbeinkueste;Japan;2;1;2014;wm
Kolumbien;Elfenbeinkueste;2;1;2014;wm
Japan;Griechenland;0;0;2014;wm
Japan;Kolumbien;1;4;2014;wm
Griechenland;Elfenbeinkueste;2;1;2014;wm
Uruguay;Costa Rica;1;3;2014;wm
England;Italien;1;2;2014;wm
Uruguay;England;2;1;2014;wm
Italien;Costa Rica;0;1;2014;wm
Costa Rica;England;0;0;2014;wm
Italien;Uruguay;0;1;2014;wm
Schweiz;Ecuador;2;1;2014;wm
Frankreich;Honduras;3;0;2014;wm
Schweiz;Frankreich;2;5;2014;wm
Honduras;Ecuador;1;2;2014;wm
Honduras;Schweiz;0;3;2014;wm
Ecuador;Frankreich;0;0;2014;wm
Argentinien;Bosnien-Herzegowina;2;1;2014;wm
Iran;Nigeria;0;0;2014;wm
Argentinien;Iran;1;0;2014;wm
Nigeria;Bosnien-Herzegowina;1;0;2014;wm
Nigeria;Argentinien;2;3;2014;wm
Bosnien-Herzegowina;Iran;3;1;2014;wm
Deutschland;Portugal;4;0;2014;wm
Ghana;USA;1;2;2014;wm
Deutschland;Ghana;2;2;2014;wm
USA;Portugal;2;2;2014;wm
Portugal;Ghana;2;1;2014;wm
USA;Deutschland;0;1;2014;wm
Belgien;Algerien;2;1;2014;wm
Russland;Suedkorea;1;1;2014;wm
Belgien;Russland;1;0;2014;wm
Suedkorea;Algerien;2;4;2014;wm
Algerien;Russland;1;1;2014;wm
Suedkorea;Belgien;0;1;2014;wm
Brasilien;Chile;3;2;2014;wm
Kolumbien;Uruguay;2;0;2014;wm
Niederlande;Mexiko;2;1;2014;wm
Costa Rica;Griechenland;5;3;2014;wm
Frankreich;Nigeria;2;0;2014;wm
Deutschland;Algerien;2;1;2014;wm
Argentinien;Schweiz;1;0;2014;wm
Belgien;USA;2;1;2014;wm
Frankreich;Deutschland;0;1;2014;wm
Brasilien;Kolumbien;2;1;2014;wm
Argentinien;Belgien;1;0;2014;wm
Niederlande;Costa Rica;4;3;2014;wm
Brasilien;Deutschland;1;7;2014;wm
Niederlande;Argentinien;2;4;2014;wm
Brasilien;Niederlande;0;3;2014;wm
Deutschland;Argentinien;1;0;2014;wm
Suedafrika;Mexiko;1;1;2010;wm
Uruguay;Frankreich;0;0;2010;wm
Suedafrika;Uruguay;0;3;2010;wm
Frankreich;Mexiko;0;2;2010;wm
Mexiko;Uruguay;0;1;2010;wm
Frankreich;Suedafrika;1;2;2010;wm
Suedkorea;Griechenland;2;0;2010;wm
Argentinien;Nigeria;1;0;2010;wm
Argentinien;Suedkorea;4;1;2010;wm
Griechenland;Nigeria;2;1;2010;wm
Nigeria;Suedkorea;2;2;2010;wm
Griechenland;Argentinien;0;2;2010;wm
England;USA;1;1;2010;wm
Algerien;Slowenien;0;1;2010;wm
Slowenien;USA;2;2;2010;wm
England;Algerien;0;0;2010;wm
Slowenien;England;0;1;2010;wm
USA;Algerien;1;0;2010;wm
Serbien;Ghana;0;1;2010;wm
Deutschland;Australien;4;0;2010;wm
Deutschland;Serbien;0;1;2010;wm
Ghana;Australien;1;1;2010;wm
Ghana;Deutschland;0;1;2010;wm
Australien;Serbien;2;1;2010;wm
Niederlande;Daenemark;2;0;2010;wm
Japan;Kamerun;1;0;2010;wm
Niederlande;Japan;1;0;2010;wm
Kamerun;Daenemark;1;2;2010;wm
Daenemark;Japan;1;3;2010;wm
Kamerun;Niederlande;1;2;2010;wm
Italien;Paraguay;1;1;2010;wm
Neuseeland;Slowakei;1;1;2010;wm
Slowakei;Paraguay;0;2;2010;wm
Italien;Neuseeland;1;1;2010;wm
Slowakei;Italien;3;2;2010;wm
Paraguay;Neuseeland;0;0;2010;wm
Elfenbeinkueste;Portugal;0;0;2010;wm
Brasilien;Nordkorea;2;1;2010;wm
Brasilien;Elfenbeinkueste;3;1;2010;wm
Portugal;Nordkorea;7;0;2010;wm
Nordkorea;Elfenbeinkueste;0;3;2010;wm
Portugal;Brasilien;0;0;2010;wm
Honduras;Chile;0;1;2010;wm
Spanien;Schweiz;0;1;2010;wm
Chile;Schweiz;1;0;2010;wm
Spanien;Honduras;2;0;2010;wm
Schweiz;Honduras;0;0;2010;wm
Chile;Spanien;1;2;2010;wm
Uruguay;Suedkorea;2;1;2010;wm
USA;Ghana;1;2;2010;wm
Deutschland;England;4;1;2010;wm
Argentinien;Mexiko;3;1;2010;wm
Niederlande;Slowakei;2;1;2010;wm
Brasilien;Chile;3;0;2010;wm
Paraguay;Japan;5;3;2010;wm
Spanien;Portugal;1;0;2010;wm
Niederlande;Brasilien;2;1;2010;wm
Uruguay;Ghana;4;2;2010;wm
Argentinien;Deutschland;0;4;2010;wm
Paraguay;Spanien;0;1;2010;wm
Uruguay;Niederlande;2;3;2010;wm
Deutschland;Spanien;0;1;2010;wm
Uruguay;Deutschland;2;3;2010;wm
Niederlande;Spanien;0;1;2010;wm
Moldau;Rumaenien;0;0;2008;U21-F
Italien;Niederlande;2;1;2008;U21-F
Ukraine;Schweden;0;1;2008;U21-F
Deutschland;Belgien;2;1;2008;U21-F
Portugal;Schottland;2;1;2008;U21-F
Norwegen;Oesterreich;2;3;2008;U21-F
Spanien;Frankreich;2;0;2008;U21-F
Russland;Belarus;1;1;2008;U21-F
Tuerkei;Slowakei;3;2;2008;U21-F
Tunesien;Schweiz;0;1;2008;U21-F
Niederlande;Daenemark;2;1;2008;U21-F
Schottland;Ukraine;2;2;2008;U21-F
Portugal;Schweden;3;0;2008;U21-F
Norwegen;Finnland;1;0;2008;U21-F
Israel;Zypern;2;1;2008;U21-F
Georgien;Lettland;4;0;2008;U21-F
Belarus;Litauen;2;0;2008;U21-F
England;Polen;0;0;2008;U21-F
Nordirland;Rumaenien;1;3;2008;U21-F
Kroatien;Ungarn;3;1;2008;U21-F
Slowenien;Russland;0;4;2008;U21-F
Daenemark;Schweden;0;1;2008;U21-F
Norwegen;Ukraine;1;0;2008;U21-F
Frankreich;Tschechien;4;1;2008;U21-F
Wales;England;0;2;2008;U21-F
Schottland;Norwegen;1;4;2008;U21-F
Deutschland;Ukraine;4;0;2008;U21-F
Russland;Bosnien-Herzegowina;3;0;2008;U21-F
Polen;Slowakei;2;1;2008;U21-F
Frankreich;Niederlande;2;1;2008;U21-F
Schweden;Portugal;0;0;2008;U21-F
Belarus;Ukraine;0;0;2008;U21-F
Frankreich;Portugal;1;1;2008;U21-F
Schweden;Niederlande;0;0;2008;U21-F
Deutschland;Daenemark;4;0;2008;U21-F
Montenegro;Mazedonien;0;3;2008;U21-F
Lettland;Estland;2;1;2008;U21-F
Litauen;Estland;4;0;2008;U21-F
Lettland;Litauen;1;0;2008;U21-F
Portugal;Niederlande;0;2;2008;U21-F
Schweden;Frankreich;1;1;2008;U21-F
Finnland;Polen;1;0;2008;U21-F
Island;Norwegen;1;4;2008;U21-F
Belgien;Niederlande;0;1;2008;U21-F
Kamerun;Niederlande;0;2;2008;U21-F
Elfenbeinkueste;Niederlande;1;1;2008;U21-F
Ukraine;Bulgarien;0;1;2008;U21-F
Portugal;Tschechien;2;3;2008;U21-F
Slowakei;Frankreich;2;2;2008;U21-F
Oesterreich;Irland;1;1;2008;U21-F
England;Slowenien;2;1;2008;U21-F
Ukraine;Nordirland;4;1;2008;U21-F
Lettland;Aserbaidschan;3;0;2008;U21-F
Polen;Bulgarien;3;0;2008;U21-F
Kroatien;Bosnien-Herzegowina;2;1;2008;U21-F
Finnland;Schweden;1;1;2008;U21-F
Island;Daenemark;0;2;2008;U21-F
Schweden;Polen;1;0;2008;U21-F
Oesterreich;Liechtenstein;4;0;2008;U21-F
Serbien;Schweden;1;0;2008;U21-F
Bulgarien;Griechenland;2;1;2008;U21-F
Litauen;Irland;0;3;2008;U21-F
Portugal;Ukraine;0;1;2008;U21-F
Deutschland;Italien;1;0;2008;U21-F
England;Tschechien;2;0;2008;U21-F
Schottland;Nordirland;1;3;2008;U21-F
Portugal;Spanien;4;1;2008;U21-F
Polen;Ukraine;1;3;2008;U21-F
Rumaenien;Bulgarien;1;1;2008;U21-F
Mazedonien;Albanien;0;3;2008;U21-F
Zypern;Belarus;0;2;2008;U21-F
Bosnien-Herzegowina;Montenegro;3;2;2008;U21-F
Griechenland;Schweiz;1;1;2008;U21-F
Israel;Serbien;2;3;2008;U21-F
Niederlande;Schweden;0;3;2008;U21-F
Daenemark;Frankreich;0;1;2008;U21-F
Jordanien;Irak;0;0;2008;U21-F
Norwegen;Syrien;3;0;2008;U21-F
Norwegen;Irak;1;2;2008;U21-F
Jordanien;Syrien;2;0;2008;U21-F
Irak;Syrien;2;1;2008;U21-F
Jordanien;Norwegen;0;0;2008;U21-F
Oesterreich;Deutschland;1;1;2008;U20-F
Italien;Oesterreich;0;1;2008;U20-F
Tunesien;Niederlande;3;1;2008;U20-F
Deutschland;Italien;0;0;2008;U20-F
Portugal;USA;4;0;2008;U20-F
Deutschland;Schweiz;3;1;2008;U20-F
Oesterreich;Italien;0;1;2008;U20-F
Kanada;Argentinien;1;1;2008;U20-F
Japan;Niederlande;1;0;2008;U20-F
Frankreich;Chile;3;5;2008;U20-F
Tuerkei;USA;3;2;2008;U20-F
Elfenbeinkueste;Italien;0;2;2008;U20-F
Frankreich;Japan;1;2;2008;U20-F
Niederlande;Chile;0;2;2008;U20-F
Elfenbeinkueste;USA;1;0;2008;U20-F
Italien;Tuerkei;2;1;2008;U20-F
Chile;Japan;2;0;2008;U20-F
Frankreich;Niederlande;0;1;2008;U20-F
Italien;USA;2;0;2008;U20-F
Elfenbeinkueste;Tuerkei;4;0;2008;U20-F
Chile;Elfenbeinkueste;2;1;2008;U20-F
Japan;Italien;4;5;2008;U20-F
Elfenbeinkueste;Japan;4;3;2008;U20-F
Chile;Italien;0;1;2008;U20-F
Argentinien;Paraguay;2;0;2008;U20-F
Paraguay;Argentinien;0;1;2008;U20-F
USA;Mexiko;3;0;2008;U20-F
Schweiz;Oesterreich;1;0;2008;U20-F
Deutschland;Oesterreich;4;2;2008;U20-F
Argentinien;Chile;2;1;2008;U20-F
Slowakei;Finnland;1;1;2008;U20-F
Slowakei;Finnland;3;1;2008;U20-F
Schweiz;Italien;5;2;2008;U20-F
Ungarn;Italien;2;1;2008;U20-F
Deutschland;Schweiz;3;2;2008;U20-F
Argentinien;Uruguay;5;0;2008;U20-F
Ukraine;Niederlande;0;0;2008;U20-F
Oesterreich;Deutschland;2;1;2008;U20-F
Kroatien;Ungarn;1;1;2008;U20-F
Italien;Schweiz;0;0;2008;U20-F
Tuerkei;Finnland;1;1;2008;U20-F
Tuerkei;Finnland;2;1;2008;U20-F
Chile;Kolumbien;2;1;2008;U20-F
Paraguay;Argentinien;1;2;2008;U20-F
Italien;Slowakei;1;1;2008;U20-F
Chile;Uruguay;1;1;2008;U20-F
Chile;Uruguay;0;1;2008;U20-F
Tuerkei;Ukraine;2;2;2009;U21-F
Malta;Daenemark;0;1;2009;U21-F
Portugal;Schweiz;3;1;2009;U21-F
Tuerkei;Ukraine;1;2;2009;U21-F
Spanien;Norwegen;1;1;2009;U21-F
Irland;Deutschland;1;1;2009;U21-F
Ecuador;England;3;2;2009;U21-F
Finnland;Estland;2;1;2009;U21-F
Zypern;Serbien;0;2;2009;U21-F
Kroatien;Mazedonien;2;1;2009;U21-F
Israel;Moldau;4;1;2009;U21-F
Slowenien;Rumaenien;3;1;2009;U21-F
Tunesien;Frankreich;1;1;2009;U21-F
Italien;Schweden;1;1;2009;U21-F
Norwegen;Liechtenstein;2;0;2009;U21-F
Tuerkei;Daenemark;2;0;2009;U21-F
Lettland;Polen;2;2;2009;U21-F
Zypern;Georgien;1;1;2009;U21-F
Serbien;Ukraine;0;0;2009;U21-F
Kroatien;Montenegro;1;1;2009;U21-F
Finnland;Schweden;1;0;2009;U21-F
Frankreich;Estland;3;0;2009;U21-F
Norwegen;England;0;5;2009;U21-F
Deutschland;Niederlande;0;4;2009;U21-F
Irland;Spanien;2;1;2009;U21-F
Belarus;Litauen;4;1;2009;U21-F
Spanien;Schweden;0;0;2009;U21-F
Deutschland;Belarus;1;1;2009;U21-F
Belgien;Schweden;1;2;2009;U21-F
Nordirland;Ukraine;1;1;2009;U21-F
Niederlande;Italien;1;1;2009;U21-F
England;Frankreich;0;2;2009;U21-F
Georgien;Belarus;0;1;2009;U21-F
Serbien;Rumaenien;1;1;2009;U21-F
Finnland;Lettland;1;2;2009;U21-F
Malta;Tunesien;2;1;2009;U21-F
Griechenland;Zypern;2;1;2009;U21-F
Bulgarien;Oesterreich;0;1;2009;U21-F
Liechtenstein;Bosnien-Herzegowina;0;1;2009;U21-F
Tuerkei;Aserbaidschan;2;0;2009;U21-F
Daenemark;Island;3;2;2009;U21-F
Georgien;Moldau;1;0;2009;U21-F
Estland;Norwegen;1;1;2009;U21-F
Schweden;Polen;2;1;2009;U21-F
Finnland;Belarus;1;0;2009;U21-F
England;Aserbaidschan;7;0;2009;U21-F
Belarus;Moldau;2;2;2009;U21-F
Daenemark;Italien;0;4;2009;U21-F
Schweden;Estland;2;1;2009;U21-F
Albanien;Georgien;1;0;2009;U21-F
Ukraine;Iran;2;1;2009;U21-F
Bulgarien;Ghana;1;2;2009;U21-F
Serbien;Israel;1;0;2009;U21-F
Slowenien;Bosnien-Herzegowina;2;0;2009;U21-F
Portugal;Nordirland;2;1;2009;U21-F
Deutschland;Tuerkei;1;3;2009;U21-F
Luxemburg;Aserbaidschan;2;1;2009;U21-F
Niederlande;England;0;0;2009;U21-F
Daenemark;Schweden;2;4;2009;U21-F
Iran;Deutschland;0;1;2009;U21-F
Russland;Italien;3;2;2009;U21-F
Ukraine;Tuerkei;1;0;2009;U21-F
Belgien;Finnland;0;0;2009;U21-F
Albanien;Malta;1;2;2009;U21-F
Litauen;Georgien;2;3;2009;U21-F
Slowakei;Griechenland;1;0;2009;U21-F
Frankreich;Polen;2;2;2009;U21-F
Deutschland;Slowenien;3;0;2009;U21-F
Daenemark;Georgien;3;1;2009;U21-F
Deutschland;Israel;0;0;2009;U21-F
Luxemburg;DR Kongo;3;1;2009;U21-F
Daenemark;Polen;0;1;2009;U21-F
Frankreich;Tunesien;1;1;2009;U21-F
Rumaenien;Polen;2;1;2009;U21-F
Daenemark;Serbien;1;3;2009;U21-F
Syrien;Usbekistan;1;0;2009;U20-F
Niederlande;Griechenland;4;1;2009;U20-F
Oesterreich;Italien;2;2;2009;U20-F
Portugal;Finnland;2;1;2009;U20-F
Schweiz;Deutschland;2;0;2009;U20-F
Oesterreich;Schweiz;1;2;2009;U20-F
Ungarn;Kroatien;0;2;2009;U20-F
England;Italien;2;0;2009;U20-F
Slowakei;Italien;4;0;2009;U20-F
Aegypten;Spanien;0;2;2009;U20-F
Slowakei;Kroatien;1;3;2009;U20-F
Aegypten;Spanien;2;0;2009;U20-F
Deutschland;Italien;5;0;2009;U20-F
Italien;Deutschland;0;1;2009;U20-F
Kroatien;Slowakei;3;1;2009;U20-F
Aegypten;VA Emirate;0;1;2009;U20-F
Argentinien;Niederlande;4;0;2009;U20-F
Portugal;Chile;0;1;2009;U20-F
Frankreich;Katar;1;0;2009;U20-F
Niederlande;VA Emirate;1;0;2009;U20-F
Argentinien;Aegypten;3;2;2009;U20-F
Frankreich;Portugal;1;0;2009;U20-F
Chile;Katar;3;0;2009;U20-F
Argentinien;VA Emirate;1;1;2009;U20-F
Niederlande;Aegypten;1;1;2009;U20-F
Portugal;Katar;6;0;2009;U20-F
Frankreich;Chile;0;1;2009;U20-F
Uruguay;Suedafrika;3;1;2009;U20-F
Chile;Niederlande;5;4;2009;U20-F
Frankreich;Argentinien;3;1;2009;U20-F
Niederlande;Argentinien;0;1;2009;U20-F
Aegypten;USA;0;1;2009;U20-F
Aegypten;USA;1;1;2009;U20-F
Guatemala;Ghana;0;3;2009;U20-F
Aegypten;Kenia;7;1;2009;U20-F
Kenia;Ghana;0;4;2009;U20-F
Guatemala;Nigeria;3;1;2009;U20-F
Kenia;Guatemala;2;5;2009;U20-F
England;Montenegro;5;0;2009;U20-F
Oesterreich;Schweiz;1;5;2009;U20-F
Deutschland;Suedafrika;6;1;2009;U20-F
Kamerun;VA Emirate;3;0;2009;U20-F
Schweiz;Oesterreich;1;1;2009;U20-F
Aegypten;Venezuela;2;1;2009;U20-F
Australien;Trinidad & Tobago;2;1;2009;U20-F
England;Australien;2;0;2009;U20-F
USA;Australien;2;0;2009;U20-F
Schweiz;Deutschland;3;2;2009;U20-F
Slowenien;Italien;4;0;2009;U20-F
Deutschland;Oesterreich;2;2;2009;U20-F
Oesterreich;Italien;1;0;2009;U20-F
Italien;Deutschland;1;4;2009;U20-F
Suedkorea;Japan;1;2;2009;U20-F
Litauen;Estland;0;0;2010;U21-F
Tuerkei;Slowakei;0;1;2010;U21-F
Belarus;Russland;1;0;2010;U21-F
Portugal;Schweden;0;2;2010;U21-F
Frankreich;Kroatien;3;1;2010;U21-F
Mazedonien;Serbien;1;0;2010;U21-F
Zypern;Ukraine;1;1;2010;U21-F
Oesterreich;Daenemark;3;0;2010;U21-F
