n1;n2;s1;s2;year;kind
Lettland;Litauen;0;1;2012;U21-F
Israel;Belgien;4;1;2012;U21-F
Singapur;Thailand;0;0;2012;U21-F
Finnland;Litauen;1;0;2012;U21-F
Estland;Lettland;2;1;2012;U21-F
Oesterreich;Ungarn;3;1;2012;U21-F
Portugal;Ukraine;0;1;2012;U21-F
Vietnam;Thailand;2;0;2012;U21-F
Mazedonien;Montenegro;1;0;2012;U21-F
Malaysia;Thailand;1;0;2012;U21-F
Vietnam;Malaysia;0;1;2012;U21-F
Italien;Spanien;1;3;2012;U21-F
Zypern;Rumaenien;1;1;2012;U21-F
England;Nordirland;2;0;2012;U21-F
Moldau;Aserbaidschan;1;1;2012;U21-F
Bulgarien;Mazedonien;1;1;2012;U21-F
Griechenland;Oesterreich;1;1;2012;U21-F
Ungarn;Montenegro;0;0;2012;U21-F
Tschechien;Schweden;1;1;2012;U21-F
Bosnien-Herzegowina;Polen;0;0;2012;U21-F
Israel;Belarus;2;0;2012;U21-F
Deutschland;Tuerkei;1;1;2012;U21-F
Portugal;Schottland;3;2;2012;U21-F
Slowakei;Russland;1;2;2012;U21-F
Montenegro;Serbien;2;0;2012;U21-F
Marokko;Aegypten;0;0;2012;U20-F
Tunesien;Kuwait;3;1;2012;U20-F
Marokko;Kuwait;2;0;2012;U20-F
Tunesien;Aegypten;5;1;2012;U20-F
Tunesien;Kuwait;4;0;2012;U20-F
Paraguay;Chile;1;1;2012;U20-F
Italien;Deutschland;4;3;2012;U20-F
Schweiz;Polen;1;2;2012;U20-F
Portugal;Finnland;2;1;2012;U20-F
Portugal;Finnland;1;0;2012;U20-F
Serbien;Ungarn;2;1;2012;U20-F
Chile;Peru;4;1;2012;U20-F
Tunesien;Mauretanien;5;1;2012;U20-F
Peru;Chile;1;1;2012;U20-F
Daenemark;Italien;1;3;2012;U20-F
Slowenien;Ungarn;2;2;2012;U20-F
Portugal;Schweiz;0;1;2012;U20-F
Peru;Costa Rica;2;0;2012;U20-F
Ukraine;Belarus;1;1;2012;U20-F
Ungarn;Kroatien;1;2;2012;U20-F
Serbien;Slowenien;1;0;2012;U20-F
Tuerkei;Japan;2;0;2012;U20-F
Niederlande;Aegypten;3;0;2012;U20-F
Mexiko;Marokko;4;3;2012;U20-F
Frankreich;Belarus;3;1;2012;U20-F
Niederlande;Japan;2;3;2012;U20-F
Suedafrika;Argentinien;1;3;2012;U20-F
Tuerkei;Aegypten;1;1;2012;U20-F
Ghana;Nigeria;3;2;2012;U20-F
Kenia;Japan;0;3;2012;U20-F
Brasilien;Kamerun;1;0;2012;U20-F
Belarus;Marokko;0;0;2012;U20-F
Frankreich;Mexiko;3;1;2012;U20-F
Suedafrika;Ghana;2;0;2012;U20-F
Argentinien;Nigeria;1;0;2012;U20-F
Aegypten;Japan;3;2;2012;U20-F
Niederlande;Tuerkei;1;0;2012;U20-F
Frankreich;Marokko;2;2;2012;U20-F
Belarus;Mexiko;1;2;2012;U20-F
Brasilien;Kenia;4;0;2012;U20-F
Kamerun;Japan;1;2;2012;U20-F
Suedafrika;Nigeria;1;0;2012;U20-F
Argentinien;Ghana;0;0;2012;U20-F
Niederlande;Mexiko;2;4;2012;U20-F
Brasilien;Japan;4;1;2012;U20-F
Frankreich;Tuerkei;0;1;2012;U20-F
Kamerun;Kenia;2;0;2012;U20-F
Argentinien;Japan;1;0;2012;U20-F
Frankreich;Niederlande;2;3;2012;U20-F
Suedafrika;Brasilien;3;4;2012;U20-F
Mexiko;Tuerkei;3;0;2012;U20-F
Guatemala;Honduras;2;1;2012;U20-F
Suedafrika;Japan;7;6;2012;U20-F
Brasilien;Argentinien;2;0;2012;U20-F
Uruguay;USA;4;2;2012;U20-F
Uruguay;USA;2;0;2012;U20-F
Chile;USA;2;1;2012;U20-F
Sudan;Kuwait;3;2;2012;U20-F
Jordanien;Saudi-Arabien;1;1;2012;U20-F
Katar;Mauretanien;1;4;2012;U20-F
Libyen;Algerien;0;0;2012;U20-F
Irak;Syrien;2;2;2012;U20-F
Mexiko;Kanada;3;0;2012;U20-F
Marokko;Tunesien;1;2;2012;U20-F
Sudan;Saudi-Arabien;0;3;2012;U20-F
Jordanien;Kuwait;0;1;2012;U20-F
Mauretanien;Libyen;0;1;2012;U20-F
Mexiko;Kanada;1;1;2012;U20-F
Katar;Algerien;0;5;2012;U20-F
Syrien;Tunesien;1;0;2012;U20-F
Irak;Marokko;1;2;2012;U20-F
Jordanien;Sudan;0;0;2012;U20-F
Saudi-Arabien;Kuwait;4;1;2012;U20-F
Algerien;Mauretanien;3;0;2012;U20-F
Libyen;Katar;2;1;2012;U20-F
Ghana;Aegypten;3;0;2012;U20-F
Tunesien;Irak;5;3;2012;U20-F
Marokko;Syrien;0;0;2012;U20-F
Algerien;Tunesien;2;3;2012;U20-F
Saudi-Arabien;Libyen;3;1;2012;U20-F
Algerien;Libyen;0;4;2012;U20-F
Costa Rica;Nicaragua;3;2;2012;U20-F
Tunesien;Saudi-Arabien;4;2;2012;U20-F
Honduras;Costa Rica;0;0;2012;U20-F
Honduras;Nicaragua;0;1;2012;U20-F
Guatemala;El Salvador;1;0;2012;U20-F
Bermuda;Haiti;0;3;2012;U20-F
Puerto Rico;Barbados;2;0;2012;U20-F
Kuba;Aruba;6;1;2012;U20-F
Dom. Republik;St. Kitts & Nevis;0;0;2012;U20-F
Panama;El Salvador;3;4;2012;U20-F
Haiti;Barbados;2;0;2012;U20-F
Marokko;Gambia;4;0;2012;U20-F
Puerto Rico;Bermuda;2;0;2012;U20-F
Uganda;Ghana;3;1;2012;U20-F
DR Kongo;Mauritius;3;0;2012;U20-F
Kongo;Suedafrika;2;1;2012;U20-F
Sierra Leone;Kamerun;1;1;2012;U20-F
St. Kitts & Nevis;Kuba;0;4;2012;U20-F
Dom. Republik;Aruba;6;1;2012;U20-F
Tansania;Nigeria;1;2;2012;U20-F
Simbabwe;Angola;0;1;2012;U20-F
Ruanda;Mali;2;1;2012;U20-F
Niger;Senegal;3;2;2012;U20-F
Guinea;Burkina Faso;1;2;2012;U20-F
Guatemala;Panama;0;1;2012;U20-F
Barbados;Bermuda;0;2;2012;U20-F
Aegypten;Kenia;0;0;2012;U20-F
Tunesien;Gabun;2;2;2012;U20-F
Puerto Rico;Haiti;0;0;2012;U20-F
Aruba;St. Kitts & Nevis;2;3;2012;U20-F
Dom. Republik;Kuba;0;0;2012;U20-F
Benin;Elfenbeinkueste;3;0;2012;U20-F
Saudi-Arabien;VA Emirate;1;0;2012;U20-F
Saudi-Arabien;VA Emirate;3;2;2012;U20-F
Grenada;Curacao;1;3;2012;U20-F
Trinidad & Tobago;Guyana;2;1;2012;U20-F
Antigua & Barbuda;Dominica;4;0;2012;U20-F
St. Vincent/Grenadines;Suriname;0;1;2012;U20-F
Suriname;Trinidad & Tobago;3;0;2012;U20-F
Dominica;Curacao;1;5;2012;U20-F
Antigua & Barbuda;Grenada;2;1;2012;U20-F
St. Vincent/Grenadines;Guyana;3;1;2012;U20-F
Senegal;Niger;2;0;2012;U20-F
Kenia;Aegypten;0;3;2012;U20-F
Kamerun;Sierra Leone;2;0;2012;U20-F
Gabun;Tunesien;1;0;2012;U20-F
Ghana;Uganda;3;0;2012;U20-F
Burkina Faso;Guinea;1;0;2012;U20-F
Mali;Ruanda;3;0;2012;U20-F
Suedafrika;Kongo;1;0;2012;U20-F
Mauritius;DR Kongo;0;0;2012;U20-F
Nigeria;Tansania;2;0;2012;U20-F
Elfenbeinkueste;Benin;0;0;2012;U20-F
Dominica;Grenada;1;3;2012;U20-F
Guyana;Suriname;0;1;2012;U20-F
St. Vincent/Grenadines;Trinidad & Tobago;0;3;2012;U20-F
Ukraine;Belarus;5;4;2012;U20-F
Tschechien;Polen;1;2;2012;U20-F
Tuerkei;Suedkorea;2;1;2012;U20-F
Spanien;Japan;1;2;2012;U20-F
Argentinien;Saudi-Arabien;3;2;2012;U20-F
Ecuador;Tuerkei;0;0;2012;U20-F
Argentinien;Japan;2;0;2012;U20-F
Spanien;Saudi-Arabien;3;0;2012;U20-F
Suedkorea;Ecuador;2;1;2012;U20-F
Spanien;Argentinien;1;0;2012;U20-F
Japan;Saudi-Arabien;1;3;2012;U20-F
Kolumbien;Venezuela;1;1;2012;U20-F
Peru;Paraguay;0;1;2012;U20-F
Spanien;Suedkorea;1;0;2012;U20-F
Tuerkei;Argentinien;1;2;2012;U20-F
Tuerkei;Suedkorea;0;2;2012;U20-F
Spanien;Argentinien;0;2;2012;U20-F
Venezuela;Paraguay;1;3;2012;U20-F
Peru;Kolumbien;1;1;2012;U20-F
Paraguay;Kolumbien;2;1;2012;U20-F
Peru;Venezuela;1;1;2012;U20-F
Jordanien;Syrien;1;0;2012;U20-F
Polen;Schweiz;2;1;2012;U20-F
Italien;Tuerkei;2;2;2012;U20-F
Uruguay;Paraguay;2;0;2012;U20-F
Ukraine;Tuerkei;1;0;2012;U20-F
Uruguay;Paraguay;1;1;2012;U20-F
Deutschland;Polen;2;2;2012;U20-F
Ukraine;Tuerkei;5;0;2012;U20-F
Suedafrika;Botswana;4;0;2012;U20-F
Schweiz;Italien;0;2;2012;U20-F
Ungarn;Serbien;3;3;2012;U20-F
Suedafrika;Nigeria;1;1;2012;U20-F
Sambia;Mali;2;2;2012;U20-F
Kamerun;DR Kongo;2;0;2012;U20-F
Burkina Faso;Gabun;2;2;2012;U20-F
Aegypten;Angola;2;1;2012;U20-F
Ghana;Marokko;4;1;2012;U20-F
Benin;Senegal;3;1;2012;U20-F
DR Kongo;Kamerun;4;1;2012;U20-F
Gabun;Burkina Faso;2;0;2012;U20-F
Senegal;Benin;0;1;2012;U20-F
Nigeria;Suedafrika;3;1;2012;U20-F
Angola;Aegypten;0;0;2012;U20-F
Marokko;Ghana;3;1;2012;U20-F
Uruguay;Peru;0;0;2012;U20-F
Chile;Kolumbien;2;2;2012;U20-F
Argentinien;Mexiko;0;0;2012;U20-F
USA;Kanada;1;2;2012;U20-F
Schweiz;Polen;2;2;2012;U20-F
Deutschland;Italien;4;1;2012;U20-F
Uruguay;Peru;2;1;2012;U20-F
Portugal;Australien;2;1;2012;U20-F
Chile;Mexiko;3;2;2012;U20-F
Argentinien;Kolumbien;1;1;2012;U20-F
Mexiko;Kolumbien;2;1;2012;U20-F
Chile;Argentinien;1;2;2012;U20-F
Portugal;Australien;4;1;2012;U20-F
Italien;Iran;4;2;2012;U20-F
Brasilien;Paraguay;5;3;2012;U20-F
Tuerkei;Daenemark;1;1;2012;U20-F
Kroatien;Slowenien;2;1;2012;U20-F
Italien;Schweiz;4;1;2012;U20-F
Polen;Deutschland;2;1;2012;U20-F
Portugal;Mali;2;1;2012;U20-F
Algerien;Niger;2;0;2012;U20-F
Tunesien;Marokko;2;1;2012;U20-F
Peru;El Salvador;4;0;2012;U20-F
Tuerkei;Kroatien;3;0;2012;U20-F
Tuerkei;Kroatien;1;0;2012;U20-F
Uruguay;Chile;2;2;2012;U20-F
Tunesien;Libyen;0;1;2013;U21-F
Belarus;Lettland;3;0;2013;U21-F
Estland;Tadschikistan;0;1;2013;U21-F
Kirgisistan;Kasachstan;1;3;2013;U21-F
Ukraine;Litauen;3;0;2013;U21-F
Moldau;Turkmenistan;2;1;2013;U21-F
Estland;Belarus;1;2;2013;U21-F
Tadschikistan;Lettland;1;0;2013;U21-F
Moldau;Ukraine;0;2;2013;U21-F
Litauen;Turkmenistan;0;0;2013;U21-F
Russland;Kirgisistan;0;0;2013;U21-F
Belarus;Tadschikistan;5;2;2013;U21-F
Lettland;Estland;1;0;2013;U21-F
Russland;Kasachstan;7;3;2013;U21-F
Ukraine;Turkmenistan;5;0;2013;U21-F
Litauen;Moldau;2;0;2013;U21-F
Belarus;Kasachstan;2;1;2013;U21-F
Tadschikistan;Litauen;2;4;2013;U21-F
Ukraine;Moldau;5;0;2013;U21-F
Tunesien;Aegypten;1;1;2013;U21-F
Estland;Turkmenistan;2;1;2013;U21-F
Kirgisistan;Lettland;5;3;2013;U21-F
Tadschikistan;Moldau;1;3;2013;U21-F
Litauen;Ukraine;1;2;2013;U21-F
Russland;Belarus;2;1;2013;U21-F
Tunesien;Aegypten;1;2;2013;U21-F
Turkmenistan;Lettland;0;4;2013;U21-F
Estland;Kirgisistan;3;4;2013;U21-F
Kasachstan;Moldau;0;1;2013;U21-F
Belarus;Litauen;2;0;2013;U21-F
Russland;Ukraine;4;2;2013;U21-F
Kroatien;Niederlande;2;3;2013;U21-F
Belgien;Spanien;1;1;2013;U21-F
England;Schweden;4;0;2013;U21-F
Tuerkei;Norwegen;2;0;2013;U21-F
Griechenland;Schottland;1;1;2013;U21-F
Albanien;Mazedonien;0;0;2013;U21-F
Malta;Oesterreich;1;3;2013;U21-F
Wales;Island;3;0;2013;U21-F
Israel;Serbien;0;0;2013;U21-F
Moldau;Rumaenien;0;3;2013;U21-F
Portugal;Slowenien;0;0;2013;U21-F
Italien;Deutschland;1;0;2013;U21-F
Schweiz;Slowakei;0;1;2013;U21-F
Russland;Norwegen;1;2;2013;U21-F
Honduras;Panama;1;1;2013;U21-F
El Salvador;Nicaragua;5;0;2013;U21-F
Costa Rica;Belize;3;0;2013;U21-F
Panama;Guatemala;0;1;2013;U21-F
Belize;El Salvador;1;1;2013;U21-F
Costa Rica;Nicaragua;2;0;2013;U21-F
Guatemala;Honduras;0;1;2013;U21-F
Nicaragua;Belize;1;2;2013;U21-F
Costa Rica;El Salvador;3;0;2013;U21-F
Honduras;El Salvador;3;0;2013;U21-F
Costa Rica;Guatemala;2;1;2013;U21-F
El Salvador;Guatemala;2;1;2013;U21-F
Costa Rica;Honduras;0;1;2013;U21-F
Oesterreich;Slowakei;1;0;2013;U21-F
Portugal;Schweden;0;1;2013;U21-F
Israel;Niederlande;1;2;2013;U21-F
England;Rumaenien;3;0;2013;U21-F
Spanien;Norwegen;5;2;2013;U21-F
Tschechien;Ukraine;1;1;2013;U21-F
Italien;Russland;2;0;2013;U21-F
Polen;Litauen;3;0;2013;U21-F
Tuerkei;Mazedonien;5;3;2013;U21-F
Kroatien;Schweden;3;0;2013;U21-F
Israel;Deutschland;1;2;2013;U21-F
Serbien;Montenegro;0;0;2013;U21-F
Slowakei;Slowenien;1;2;2013;U21-F
Daenemark;Norwegen;2;0;2013;U21-F
Italien;Ukraine;1;0;2013;U21-F
Niederlande;Norwegen;4;1;2013;U21-F
Irland;Portugal;1;2;2013;U21-F
Spanien;Russland;3;1;2013;U21-F
England;Oesterreich;4;0;2013;U21-F
Frankreich;Rumaenien;3;0;2013;U21-F
Ungarn;Finnland;2;0;2013;U21-F
Bulgarien;Serbien;0;2;2013;U21-F
Polen;Lettland;4;1;2013;U21-F
Bosnien-Herzegowina;Mazedonien;5;0;2013;U21-F
Tschechien;Tuerkei;0;0;2013;U21-F
Tschechien;Slowakei;1;0;2013;U21-F
Niederlande;Australien;3;1;2013;U21-F
Israel;Slowakei;1;0;2013;U21-F
Daenemark;Irland;0;0;2013;U21-F
Portugal;Kroatien;2;0;2013;U21-F
Tschechien;Oesterreich;0;3;2013;U21-F
Bosnien-Herzegowina;Serbien;1;1;2013;U21-F
Ukraine;Slowenien;2;1;2013;U21-F
Estland;Kasachstan;1;1;2013;U21-F
Ukraine;Oesterreich;0;1;2013;U21-F
Slowenien;Tschechien;0;1;2013;U21-F
Norwegen;Finnland;2;0;2013;U21-F
Schweden;Schweiz;3;2;2013;U21-F
Norwegen;Polen;4;2;2013;U21-F
Ukraine;Griechenland;4;0;2013;U21-F
Rumaenien;Zypern;0;2;2013;U21-F
Belgien;Israel;1;1;2013;U21-F
Deutschland;Frankreich;0;0;2013;U21-F
England;Schottland;6;0;2013;U21-F
Nordirland;Daenemark;1;4;2013;U21-F
Schweden;Norwegen;0;2;2013;U21-F
Slowakei;Italien;1;4;2013;U21-F
Serbien;Mazedonien;4;1;2013;U21-F
Tschechien;Niederlande;1;0;2013;U21-F
Portugal;Schweiz;5;2;2013;U21-F
Portugal;Polen;6;1;2013;U21-F
Niederlande;Oesterreich;0;3;2013;U21-F
Singapur;Myanmar;2;2;2013;U21-F
Vietnam;Malaysia;5;1;2013;U21-F
Oesterreich;Tuerkei;2;0;2013;U21-F
Zypern;Tschechien;0;3;2013;U21-F
Frankreich;Niederlande;1;1;2013;U21-F
Frankreich;Portugal;2;0;2013;U20-F
Italien;Deutschland;0;2;2013;U20-F
Kroatien;Italien;3;1;2013;U20-F
Tuerkei;Usbekistan;5;2;2013;U20-F
Slowenien;Italien;2;0;2013;U20-F
Frankreich;Daenemark;3;1;2013;U20-F
Deutschland;Schweiz;2;1;2013;U20-F
Tuerkei;Portugal;2;1;2013;U20-F
Tuerkei;Portugal;1;1;2013;U20-F
Schweiz;Deutschland;2;3;2013;U20-F
Polen;Italien;1;3;2013;U20-F
Uruguay;Chile;1;2;2013;U20-F
Slowenien;Kroatien;1;4;2013;U20-F
Portugal;Usbekistan;0;2;2013;U20-F
Portugal;Usbekistan;1;1;2013;U20-F
Paraguay;Uruguay;2;0;2013;U20-F
Spanien;Paraguay;3;1;2013;U20-F
Namibia;Sambia;1;0;2013;U20-F
Kolumbien;Suedkorea;1;0;2013;U20-F
Frankreich;USA;4;1;2013;U20-F
Mexiko;Nigeria;2;0;2013;U20-F
Belgien;Brasilien;1;2;2013;U20-F
Kolumbien;USA;2;1;2013;U20-F
Frankreich;DR Kongo;1;0;2013;U20-F
Belgien;Portugal;0;2;2013;U20-F
Brasilien;Mexiko;1;0;2013;U20-F
DR Kongo;USA;0;1;2013;U20-F
Frankreich;Suedkorea;0;0;2013;U20-F
Belgien;Nigeria;1;1;2013;U20-F
Brasilien;Portugal;2;0;2013;U20-F
DR Kongo;Suedkorea;1;2;2013;U20-F
Frankreich;Kolumbien;1;3;2013;U20-F
Mexiko;Portugal;3;3;2013;U20-F
Brasilien;Nigeria;1;1;2013;U20-F
Italien;Polen;6;1;2013;U20-F
Suedkorea;USA;1;0;2013;U20-F
Kolumbien;DR Kongo;1;0;2013;U20-F
Nigeria;Portugal;1;2;2013;U20-F
Belgien;Mexiko;1;1;2013;U20-F
Frankreich;Portugal;2;1;2013;U20-F
Kolumbien;Brasilien;0;1;2013;U20-F
Uruguay;Irak;0;0;2013;U20-F
Chile;Usbekistan;2;2;2013;U20-F
Frankreich;Griechenland;3;1;2013;U20-F
Spanien;Usbekistan;3;2;2013;U20-F
Chile;DR Kongo;3;0;2013;U20-F
Irak;Neuseeland;5;3;2013;U20-F
Uruguay;El Salvador;1;0;2013;U20-F
Portugal;USA;1;3;2013;U20-F
Tuerkei;Paraguay;0;1;2013;U20-F
Spanien;Chile;4;4;2013;U20-F
Frankreich;Kolumbien;2;2;2013;U20-F
Aegypten;Kosovo;8;0;2013;U20-F
Brasilien;Ghana;4;3;2013;U20-F
Australien;Chile;1;3;2013;U20-F
Aegypten;Neuseeland;2;1;2013;U20-F
Japan;Kanada;0;1;2013;U20-F
Argentinien;Belarus;1;0;2013;U20-F
Spanien;Saudi-Arabien;1;0;2013;U20-F
Mexiko;Australien;4;2;2013;U20-F
Belarus;Bulgarien;0;1;2013;U20-F
Kanada;Argentinien;0;2;2013;U20-F
Saudi-Arabien;Mexiko;0;1;2013;U20-F
Katar;Spanien;0;4;2013;U20-F
Argentinien;Saudi-Arabien;3;1;2013;U20-F
Bulgarien;Kanada;1;2;2013;U20-F
Belarus;Japan;1;1;2013;U20-F
Argentinien;Bulgarien;3;0;2013;U20-F
Spanien;Australien;3;2;2013;U20-F
Deutschland;Polen;2;0;2013;U20-F
Schweiz;Italien;3;3;2013;U20-F
Schweiz;Deutschland;1;0;2013;U20-F
Polen;Italien;0;3;2013;U20-F
Deutschland;Tuerkei;3;0;2013;U20-F
Niederlande;Tschechien;0;1;2013;U20-F
Schweiz;Polen;1;2;2013;U20-F
Niederlande;Deutschland;0;4;2013;U20-F
Tschechien;Deutschland;1;1;2013;U20-F
Niederlande;Tuerkei;2;3;2013;U20-F
Italien;Schweiz;1;1;2013;U20-F
Italien;Deutschland;1;1;2013;U20-F
Polen;Schweiz;4;0;2013;U20-F
Polen;Deutschland;0;1;2013;U20-F
Italien;Iran;5;0;2013;U20-F
Estland;Tadschikistan;2;2;2014;U21-F
Ukraine;Kirgisistan;2;0;2014;U21-F
Russland;Moldau;3;0;2014;U21-F
Belarus;Kasachstan;4;1;2014;U21-F
Ukraine;Estland;2;0;2014;U21-F
Kirgisistan;Tadschikistan;2;2;2014;U21-F
Belarus;Lettland;0;1;2014;U21-F
Russland;Litauen;3;0;2014;U21-F
Estland;Kirgisistan;3;0;2014;U21-F
Tadschikistan;Ukraine;1;4;2014;U21-F
Moldau;Litauen;0;1;2014;U21-F
Lettland;Kasachstan;0;0;2014;U21-F
Ukraine;Litauen;4;1;2014;U21-F
Lettland;Estland;0;2;2014;U21-F
Russland;Kasachstan;3;1;2014;U21-F
Moldau;Tadschikistan;2;1;2014;U21-F
Lettland;Kasachstan;1;3;2014;U21-F
Ukraine;Belarus;1;0;2014;U21-F
Estland;Russland;0;3;2014;U21-F
Kirgisistan;Tadschikistan;2;4;2014;U21-F
Litauen;Lettland;1;0;2014;U21-F
Belarus;Estland;2;0;2014;U21-F
Ukraine;Russland;4;0;2014;U21-F
Portugal;Slowakei;2;0;2014;U21-F
Spanien;Deutschland;2;0;2014;U21-F
Zypern;Lettland;1;0;2014;U21-F
Slowenien;Kroatien;2;1;2014;U21-F
Tschechien;Norwegen;1;2;2014;U21-F
Polen;Litauen;5;0;2014;U21-F
Niederlande;Israel;0;1;2014;U21-F
Slowakei;Tschechien;3;1;2014;U21-F
Ukraine;Moldau;3;1;2014;U21-F
Mexiko;Portugal;0;2;2014;U21-F
Frankreich;Chile;3;0;2014;U21-F
Brasilien;Suedkorea;2;0;2014;U21-F
Daenemark;Schweiz;0;2;2014;U21-F
England;Katar;3;0;2014;U21-F
Serbien;Israel;2;3;2014;U21-F
Portugal;Chile;3;1;2014;U21-F
Frankreich;China;1;1;2014;U21-F
Suedkorea;Katar;1;1;2014;U21-F
China;Chile;3;3;2014;U21-F
Frankreich;Mexiko;2;0;2014;U21-F
Kolumbien;Suedkorea;0;1;2014;U21-F
England;Brasilien;1;2;2014;U21-F
Russland;Israel;2;3;2014;U21-F
Chile;Mexiko;2;2;2014;U21-F
China;Portugal;1;4;2014;U21-F
Kolumbien;Katar;1;1;2014;U21-F
England;Suedkorea;1;1;2014;U21-F
Oesterreich;Serbien;2;2;2014;U21-F
China;Mexiko;0;1;2014;U21-F
Frankreich;Portugal;2;1;2014;U21-F
England;Kolumbien;1;1;2014;U21-F
Brasilien;Katar;7;0;2014;U21-F
Portugal;England;1;0;2014;U21-F
Frankreich;Brasilien;2;5;2014;U21-F
Tschechien;Oesterreich;0;1;2014;U21-F
Italien;Montenegro;4;0;2014;U21-F
Polen;Bosnien-Herzegowina;1;0;2014;U21-F
