n1;n2;s1;s2;year;kind
Island;Schweden;0;2;2014;U21-F
Schweden;Slowakei;1;0;2014;U21-F
Moldau;Belarus;1;0;2014;U21-F
Kroatien;Montenegro;0;0;2014;U21-F
Rumaenien;Italien;2;1;2014;U21-F
Belarus;Liechtenstein;5;0;2014;U21-F
Rumaenien;Albanien;3;1;2014;U21-F
Norwegen;Irland;4;1;2014;U21-F
Oesterreich;DR Kongo;3;0;2014;U21-F
Norwegen;Ungarn;2;1;2014;U21-F
Mazedonien;Rumaenien;2;1;2014;U21-F
Singapur;Thailand;2;2;2014;U21-F
Vietnam;Thailand;1;1;2014;U21-F
Malaysia;Thailand;3;3;2014;U21-F
Vietnam;Malaysia;2;1;2014;U21-F
Russland;USA;3;4;2014;U21-F
Spanien;Belgien;1;4;2014;U21-F
Ukraine;Tuerkei;2;0;2014;U21-F
Kroatien;Norwegen;3;0;2014;U21-F
Deutschland;Niederlande;3;1;2014;U21-F
England;Portugal;3;1;2014;U21-F
Zypern;Schweden;1;1;2014;U21-F
Tschechien;Daenemark;2;2;2014;U21-F
Oesterreich;Tschechien;4;2;2014;U21-F
Litauen;Belarus;1;0;2014;U21-F
Suedkorea;Brasilien;0;3;2014;U21-F
Mazedonien;Montenegro;1;0;2014;U21-F
Italien;Daenemark;0;1;2014;U21-F
Litauen;Belarus;1;1;2014;U21-F
Russland;Irland;2;2;2014;U21-F
Belgien;Norwegen;4;0;2014;U21-F
Frankreich;England;3;2;2014;U21-F
Tschechien;Deutschland;1;1;2014;U21-F
Oesterreich;Schweden;2;4;2014;U21-F
Schweiz;Schottland;1;1;2014;U21-F
Jamaika;El Salvador;1;3;2014;U21-F
Mexiko;Honduras;5;2;2014;U21-F
Costa Rica;Kuba;1;2;2014;U21-F
Haiti;Venezuela;0;4;2014;U21-F
Honduras;Jamaika;3;2;2014;U21-F
Mexiko;El Salvador;2;0;2014;U21-F
Kuba;Haiti;2;0;2014;U21-F
Venezuela;Costa Rica;1;0;2014;U21-F
El Salvador;Honduras;0;2;2014;U21-F
Mexiko;Jamaika;5;0;2014;U21-F
Costa Rica;Haiti;2;2;2014;U21-F
Kuba;Venezuela;0;0;2014;U21-F
Tadschikistan;Indonesien;1;1;2014;U21-F
Italien;Polen;0;1;2014;U20-F
Deutschland;Schweiz;3;2;2014;U20-F
Deutschland;Italien;0;3;2014;U20-F
Uruguay;Chile;3;0;2014;U20-F
Paraguay;Uruguay;1;1;2014;U20-F
Paraguay;Uruguay;1;2;2014;U20-F
Peru;Uruguay;1;0;2014;U20-F
Peru;Uruguay;1;1;2014;U20-F
Ecuador;China;2;1;2014;U20-F
Brasilien;Katar;1;1;2014;U20-F
Brasilien;Ecuador;0;0;2014;U20-F
Ecuador;Katar;0;1;2014;U20-F
Brasilien;China;4;0;2014;U20-F
Deutschland;Italien;0;1;2014;U20-F
Polen;Schweiz;1;1;2014;U20-F
Niederlande;Tschechien;0;1;2014;U20-F
Schweiz;Deutschland;0;0;2014;U20-F
Italien;Polen;1;3;2014;U20-F
Uruguay;Peru;1;2;2014;U20-F
Uruguay;Peru;1;0;2014;U20-F
Tschechien;Frankreich;1;1;2014;U20-F
Deutschland;England;0;1;2014;U20-F
Tschechien;Frankreich;1;2;2014;U20-F
Polen;Italien;2;1;2014;U20-F
Niederlande;Tuerkei;2;2;2014;U20-F
Kolumbien;Mexiko;5;0;2014;U20-F
Chile;Uruguay;3;0;2014;U20-F
Deutschland;Tuerkei;1;0;2014;U20-F
Niederlande;England;2;3;2014;U20-F
Uruguay;Kolumbien;0;2;2014;U20-F
Chile;Mexiko;1;2;2014;U20-F
Schweiz;Polen;1;2;2014;U20-F
Niederlande;Deutschland;1;1;2014;U20-F
England;Tuerkei;1;1;2014;U20-F
England;Kanada;2;2;2014;U20-F
Paraguay;Chile;0;0;2014;U20-F
Deutschland;Schweiz;1;1;2014;U20-F
Portugal;England;3;4;2014;U20-F
Kanada;USA;1;0;2014;U20-F
Polen;Deutschland;0;2;2014;U20-F
Peru;Uruguay;3;1;2014;U20-F
Paraguay;Panama;0;1;2014;U20-F
Peru;Panama;1;1;2014;U20-F
Paraguay;Uruguay;0;1;2014;U20-F
Panama;Uruguay;0;2;2014;U20-F
Paraguay;Peru;4;0;2014;U20-F
Paraguay;Peru;2;1;2014;U20-F
Uruguay;Panama;5;3;2014;U20-F
Panama;El Salvador;0;0;2014;U20-F
Panama;El Salvador;3;0;2014;U20-F
Paraguay;Jamaika;3;1;2014;U20-F
Venezuela;Peru;2;3;2014;U20-F
Honduras;USA;1;2;2014;U20-F
Venezuela;Paraguay;2;3;2014;U20-F
Peru;Jamaika;5;1;2014;U20-F
Paraguay;Peru;3;1;2014;U20-F
Venezuela;Jamaika;4;0;2014;U20-F
Belarus;Kirgisistan;0;1;2016;U21-F
Kasachstan;Moldau;0;1;2016;U21-F
Lettland;Estland;1;2;2016;U21-F
Russland;Tadschikistan;2;1;2016;U21-F
Moldau;Kirgisistan;2;0;2016;U21-F
Kasachstan;Belarus;0;0;2016;U21-F
Tadschikistan;Estland;1;4;2016;U21-F
Russland;Lettland;2;1;2016;U21-F
Belarus;Moldau;2;1;2016;U21-F
Kirgisistan;Kasachstan;2;2;2016;U21-F
Lettland;Tadschikistan;3;2;2016;U21-F
Estland;Russland;1;2;2016;U21-F
Ukraine;Aserbaidschan;1;2;2016;U21-F
Aserbaidschan;Albanien;4;0;2016;U21-F
Ukraine;Albanien;2;1;2016;U21-F
Polen;Finnland;1;0;2016;U21-F
Oesterreich;Ukraine;0;1;2016;U21-F
Norwegen;Niederlande;0;1;2016;U21-F
Polen;Belarus;3;0;2016;U21-F
Georgien;Ukraine;3;3;2016;U21-F
Niederlande;Serbien;1;0;2016;U21-F
Spanien;Norwegen;1;0;2016;U21-F
Tschechien;Albanien;1;1;2016;U21-F
Slowenien;Aserbaidschan;4;1;2016;U21-F
Serbien;Oesterreich;3;1;2016;U21-F
Slowenien;Aserbaidschan;1;2;2016;U21-F
Lettland;Litauen;2;0;2016;U21-F
Ukraine;Israel;4;5;2016;U21-F
Mazedonien;Belarus;1;1;2016;U21-F
Serbien;Israel;2;3;2016;U21-F
Zypern;Bulgarien;3;0;2016;U21-F
Oesterreich;Ukraine;3;5;2016;U21-F
Italien;Frankreich;0;1;2016;U21-F
Thailand;Vietnam;2;0;2016;U21-F
Malaysia;Singapur;3;0;2016;U21-F
Aserbaidschan;Bosnien-Herzegowina;0;0;2016;U21-F
Estland;Lettland;0;0;2016;U21-F
Vietnam;Singapur;5;4;2016;U21-F
Thailand;Malaysia;2;1;2016;U21-F
Bulgarien;Norwegen;0;2;2016;U21-F
Singapur;Hongkong;5;0;2016;U21-F
Usbekistan;Hongkong;4;0;2016;U21-F
Singapur;Iran;0;1;2016;U21-F
Belarus;Moldau;1;1;2016;U21-F
Italien;Albanien;0;0;2016;U21-F
Singapur;Bahrain;0;1;2016;U21-F
Polen;Ungarn;1;1;2016;U21-F
Zypern;Myanmar;3;1;2016;U21-F
Frankreich;Georgien;5;1;2016;U21-F
Polen;Montenegro;6;0;2016;U21-F
Slowakei;Schottland;4;0;2016;U21-F
Bosnien-Herzegowina;Montenegro;2;0;2016;U21-F
Schweiz;Russland;2;1;2016;U21-F
Deutschland;Tuerkei;1;0;2016;U21-F
Frankreich;Elfenbeinkueste;5;1;2016;U21-F
England;Italien;3;2;2016;U21-F
Zypern;Griechenland;2;2;2016;U21-F
Ukraine;Belarus;1;0;2016;U21-F
Portugal;Tschechien;3;1;2016;U21-F
Montenegro;Serbien;1;2;2016;U21-F
Schweiz;Russland;3;2;2016;U21-F
Italien;Daenemark;0;0;2016;U21-F
Frankreich;England;3;2;2016;U21-F
Irland;Slowakei;2;3;2016;U21-F
Malta;Zypern;2;2;2016;U21-F
Polen;Deutschland;1;0;2016;U21-F
Niederlande;Portugal;1;1;2016;U21-F
Zypern;Russland;1;1;2016;U21-F
Algerien;Aegypten;2;3;2016;U20-F
Algerien;Aegypten;1;1;2016;U20-F
Paraguay;Uruguay;4;3;2016;U20-F
Deutschland;Schweiz;1;1;2016;U20-F
Polen;Italien;0;3;2016;U20-F
Paraguay;Uruguay;2;2;2016;U20-F
Portugal;Niederlande;1;1;2016;U20-F
Tschechien;Frankreich;0;2;2016;U20-F
Schweiz;Deutschland;1;1;2016;U20-F
England;Kanada;1;2;2016;U20-F
Italien;Daenemark;2;0;2016;U20-F
Tschechien;Slowakei;0;2;2016;U20-F
Tunesien;Elfenbeinkueste;1;1;2016;U20-F
Japan;Brasilien;2;2;2016;U20-F
Mauretanien;Mali;0;3;2016;U20-F
Uruguay;Chile;3;0;2016;U20-F
Uruguay;Chile;2;2;2016;U20-F
Panama;Peru;1;3;2016;U20-F
Uruguay;Guatemala;1;0;2016;U20-F
Paraguay;Chile;1;1;2016;U20-F
Paraguay;Chile;3;0;2016;U20-F
Panama;Japan;0;0;2016;U20-F
USA;Costa Rica;2;0;2016;U20-F
Costa Rica;Japan;0;3;2016;U20-F
USA;Panama;4;0;2016;U20-F
Costa Rica;Panama;0;0;2016;U20-F
USA;Japan;2;1;2016;U20-F
Mexiko;Costa Rica;0;0;2016;U20-F
Venezuela;Mauretanien;2;0;2016;U20-F
Spanien;Bahrain;3;0;2016;U20-F
Argentinien;Katar;2;0;2016;U20-F
USA;Venezuela;0;2;2016;U20-F
Spanien;Mauretanien;3;1;2016;U20-F
Mexiko;Katar;0;0;2016;U20-F
Bahrain;Venezuela;0;0;2016;U20-F
USA;Mauretanien;1;0;2016;U20-F
Argentinien;Mexiko;1;1;2016;U20-F
Spanien;USA;0;1;2016;U20-F
Bahrain;Mauretanien;2;1;2016;U20-F
Argentinien;Costa Rica;1;0;2016;U20-F
Spanien;Venezuela;2;1;2016;U20-F
USA;Bahrain;1;3;2016;U20-F
Katar;Costa Rica;2;0;2016;U20-F
Spanien;Katar;2;0;2016;U20-F
Frankreich;Japan;0;3;2016;U20-F
Deutschland;Italien;0;1;2016;U20-F
Schweiz;Polen;2;2;2016;U20-F
Niederlande;Tschechien;4;1;2016;U20-F
Frankreich;Japan;4;1;2016;U20-F
Niederlande;Tschechien;1;1;2016;U20-F
England;Brasilien;1;2;2016;U20-F
Polen;Deutschland;3;0;2016;U20-F
USA;Deutschland;0;1;2016;U20-F
England;Niederlande;2;0;2016;U20-F
Uruguay;Venezuela;3;1;2016;U20-F
Italien;Polen;3;0;2016;U20-F
Finnland;Daenemark;1;3;2016;U20-F
Niederlande;USA;5;3;2016;U20-F
England;Deutschland;3;1;2016;U20-F
Finnland;Schweden;1;2;2016;U20-F
Schweden;Daenemark;0;1;2016;U20-F
Deutschland;Niederlande;2;4;2016;U20-F
England;USA;2;0;2016;U20-F
Italien;Schweiz;2;4;2016;U20-F
Venezuela;Kolumbien;1;0;2016;U20-F
Peru;Paraguay;1;2;2016;U20-F
Italien;Deutschland;0;1;2016;U20-F
Polen;Schweiz;2;0;2016;U20-F
Frankreich;Niederlande;0;0;2016;U20-F
Paraguay;Kolumbien;0;1;2016;U20-F
Venezuela;Peru;2;2;2016;U20-F
Paraguay;Venezuela;1;5;2016;U20-F
Peru;Kolumbien;0;2;2016;U20-F
Deutschland;Polen;4;0;2016;U20-F
Frankreich;Niederlande;1;1;2016;U20-F
Schweiz;Italien;0;1;2016;U20-F
Suedafrika;Kenia;3;1;2016;U20-F
Swasiland;Botswana;2;0;2016;U20-F
Simbabwe;Sambia;1;5;2016;U20-F
Suedafrika;Lesotho;8;0;2016;U20-F
DR Kongo;Mosambik;0;0;2016;U20-F
Seychellen;Mauritius;0;2;2016;U20-F
Angola;Sudan;1;0;2016;U20-F
Malawi;Simbabwe;0;0;2016;U20-F
Suedafrika;Swasiland;1;0;2016;U20-F
Mosambik;Komoren;2;2;2016;U20-F
Angola;Seychellen;4;0;2016;U20-F
Sudan;Mauritius;1;1;2016;U20-F
Lesotho;Botswana;1;0;2016;U20-F
Sambia;Malawi;3;0;2016;U20-F
Komoren;DR Kongo;0;2;2016;U20-F
Mauritius;Angola;1;1;2016;U20-F
Sudan;Seychellen;5;0;2016;U20-F
Botswana;Suedafrika;0;1;2016;U20-F
Lesotho;Swasiland;2;1;2016;U20-F
Griechenland;Ungarn;2;1;2017;U21-F
Georgien;Island;3;1;2017;U21-F
Zypern;Israel;1;0;2017;U21-F
Kroatien;Slowenien;3;0;2017;U21-F
Luxemburg;Malta;5;0;2017;U21-F
Spanien;Daenemark;3;1;2017;U21-F
Polen;Italien;1;2;2017;U21-F
Mazedonien;Montenegro;2;0;2017;U21-F
Tuerkei;Ukraine;1;1;2017;U21-F
Niederlande;Finnland;2;0;2017;U21-F
Russland;Rumaenien;5;1;2017;U21-F
Tschechien;Slowakei;4;1;2017;U21-F
Oesterreich;Australien;1;1;2017;U21-F
Portugal;Norwegen;3;1;2017;U21-F
Deutschland;England;1;0;2017;U21-F
Schweden;Serbien;0;2;2017;U21-F
Georgien;Island;4;4;2017;U21-F
Litauen;Belarus;1;2;2017;U21-F
Lettland;Belarus;4;3;2017;U21-F
Rumaenien;Daenemark;0;2;2017;U21-F
Albanien;Moldau;2;0;2017;U21-F
Niederlande;Oesterreich;0;1;2017;U21-F
Polen;Tschechien;1;2;2017;U21-F
Daenemark;England;0;4;2017;U21-F
Italien;Spanien;1;2;2017;U21-F
Mazedonien;Bulgarien;1;0;2017;U21-F
Tuerkei;Aserbaidschan;4;0;2017;U21-F
Litauen;Lettland;3;0;2017;U21-F
Slowakei;Serbien;2;1;2017;U21-F
Deutschland;Portugal;0;1;2017;U21-F
Norwegen;Russland;0;2;2017;U21-F
Slowakei;Ungarn;4;0;2017;U21-F
Russland;Belarus;7;0;2017;U21-F
Tschechien;Zypern;1;0;2017;U21-F
Armenien;Moldau;1;0;2017;U21-F
Aserbaidschan;Tschechien;0;5;2017;U21-F
Israel;Serbien;0;0;2017;U21-F
Albanien;Frankreich;0;3;2017;U21-F
Slowenien;Finnland;0;1;2017;U21-F
Ukraine;Montenegro;2;1;2017;U21-F
Slowenien;Montenegro;2;3;2017;U21-F
Ukraine;Finnland;3;5;2017;U21-F
Bulgarien;Georgien;1;0;2017;U21-F
Aserbaidschan;Tschechien;1;2;2017;U21-F
Frankreich;Kamerun;3;1;2017;U21-F
Serbien;Griechenland;3;1;2017;U21-F
Daenemark;Schweden;2;0;2017;U21-F
Tschechien;Schottland;0;3;2017;U21-F
Bulgarien;Griechenland;0;1;2017;U21-F
Oesterreich;Ungarn;2;1;2017;U21-F
Montenegro;Georgien;3;2;2017;U21-F
Moldau;Zypern;2;1;2017;U21-F
Tschechien;Tuerkei;1;1;2017;U21-F
Deutschland;Ungarn;1;2;2017;U21-F
Frankreich;Chile;1;1;2017;U21-F
Spanien;Italien;3;0;2017;U21-F
Oesterreich;Finnland;2;2;2017;U21-F
Oesterreich;Kroatien;1;1;2017;U21-F
Italien;Slowenien;4;1;2017;U21-F
Montenegro;Bosnien-Herzegowina;1;1;2017;U21-F
Ungarn;Italien;2;6;2017;U21-F
Italien;Marokko;4;0;2017;U21-F
Belarus;Litauen;0;0;2017;U21-F
Italien;Russland;3;2;2017;U21-F
Panama;Costa Rica;0;1;2017;U21-F
Nicaragua;Belize;1;1;2017;U21-F
Panama;El Salvador;0;0;2017;U21-F
Belize;Honduras;0;5;2017;U21-F
Costa Rica;El Salvador;0;0;2017;U21-F
Nicaragua;Honduras;0;0;2017;U21-F
Honduras;El Salvador;2;1;2017;U21-F
Nicaragua;Costa Rica;0;1;2017;U21-F
Vietnam;Thailand;0;1;2017;U21-F
Nicaragua;El Salvador;0;1;2017;U21-F
Costa Rica;Honduras;0;1;2017;U21-F
Thailand;Myanmar;0;1;2017;U21-F
Vietnam;Myanmar;2;0;2017;U21-F
Thailand;Myanmar;2;4;2017;U21-F
Panama;Kanada;0;1;2017;U20-F
Panama;Kanada;2;1;2017;U20-F
Portugal;Suedkorea;1;1;2017;U20-F
Slowakei;Serbien;2;0;2017;U20-F
Uruguay;Argentinien;0;1;2017;U20-F
Polen;Italien;3;1;2017;U20-F
England;Portugal;2;2;2017;U20-F
Deutschland;Schweiz;1;0;2017;U20-F
Frankreich;Senegal;3;0;2017;U20-F
Tschechien;Daenemark;1;2;2017;U20-F
Sambia;Ecuador;2;0;2017;U20-F
Suedkorea;Honduras;3;2;2017;U20-F
Portugal;Senegal;0;3;2017;U20-F
Frankreich;England;0;1;2017;U20-F
Ecuador;Honduras;2;1;2017;U20-F
Suedkorea;Sambia;4;1;2017;U20-F
Polen;Griechenland;2;1;2017;U20-F
Schweiz;Deutschland;2;1;2017;U20-F
Senegal;England;0;2;2017;U20-F
Frankreich;Portugal;2;2;2017;U20-F
Sambia;Honduras;4;1;2017;U20-F
Suedkorea;Ecuador;0;2;2017;U20-F
China;Uruguay;1;3;2017;U20-F
Vietnam;Argentinien;1;4;2017;U20-F
Suedkorea;Uruguay;2;0;2017;U20-F
Suedkorea;Senegal;2;2;2017;U20-F
Elfenbeinkueste;Bahrain;1;0;2017;U20-F
Bahrain;Wales;0;1;2017;U20-F
Frankreich;Elfenbeinkueste;1;2;2017;U20-F
Schottland;Brasilien;1;0;2017;U20-F
Angola;Kuba;5;1;2017;U20-F
Wales;Elfenbeinkueste;2;2;2017;U20-F
Frankreich;Bahrain;6;1;2017;U20-F
Jordanien;Aegypten;0;0;2017;U20-F
Tadschikistan;Armenien;2;4;2017;U20-F
Tadschikistan;Kasachstan;0;0;2017;U20-F
Polen;Schweiz;0;0;2017;U20-F
England;Niederlande;3;0;2017;U20-F
Portugal;Tschechien;0;3;2017;U20-F
Niederlande;Portugal;1;0;2017;U20-F
Schweiz;England;0;0;2017;U20-F
Tschechien;Deutschland;2;2;2017;U20-F
Italien;Polen;6;1;2017;U20-F
Niederlande;Deutschland;0;1;2017;U20-F
Italien;England;1;5;2017;U20-F
Schweiz;Portugal;1;1;2017;U20-F
Tschechien;Polen;3;3;2017;U20-F
Schweden;Daenemark;2;2;2017;U20-F
Polen;Niederlande;1;0;2017;U20-F
Deutschland;Schweiz;2;1;2017;U20-F
England;Tschechien;4;0;2017;U20-F
Portugal;Italien;4;2;2017;U20-F
Marokko;Frankreich;1;1;2017;U20-F
Polen;Portugal;1;2;2017;U20-F
Niederlande;Schweiz;1;0;2017;U20-F
Deutschland;Italien;2;2;2017;U20-F
Marokko;Frankreich;1;2;2017;U20-F
Schweiz;Tschechien;1;4;2017;U20-F
Georgien;Albanien;3;0;2017;U20-F
Italien;Niederlande;1;0;2017;U20-F
Deutschland;England;2;1;2017;U20-F
Dominica;Kuba;1;0;2017;U20-F
Swasiland;Malawi;2;3;2017;U20-F
Mosambik;Aegypten;0;1;2017;U20-F
Sambia;Uganda;0;2;2017;U20-F
Lesotho;Simbabwe;0;0;2017;U20-F
Mauritius;Suedafrika;0;2;2017;U20-F
Angola;Namibia;0;1;2017;U20-F
Uganda;Swasiland;2;2;2017;U20-F
Sambia;Malawi;0;0;2017;U20-F
Aegypten;Mauritius;2;0;2017;U20-F
Suedafrika;Mosambik;1;0;2017;U20-F
Namibia;Lesotho;1;2;2017;U20-F
Angola;Simbabwe;0;1;2017;U20-F
Sambia;Swasiland;2;0;2017;U20-F
Uganda;Malawi;1;1;2017;U20-F
Mosambik;Mauritius;2;0;2017;U20-F
Suedafrika;Aegypten;2;1;2017;U20-F
Angola;Lesotho;0;0;2017;U20-F
Namibia;Simbabwe;0;0;2017;U20-F
Aegypten;Uganda;3;1;2017;U20-F
Lesotho;Suedafrika;1;2;2017;U20-F
Tunesien;Algerien;0;1;2017;U20-F
Tunesien;Algerien;3;0;2017;U20-F
Russland;Saudi-Arabien;5;0;2018;wm2018
Aegypten;Uruguay;0;1;2018;wm2018
Russland;Aegypten;3;1;2018;wm2018
Uruguay;Saudi-Arabien;1;0;2018;wm2018
Uruguay;Russland;3;0;2018;wm2018
Saudi-Arabien;Aegypten;2;1;2018;wm2018
Marokko;Iran;0;1;2018;wm2018
Portugal;Spanien;3;3;2018;wm2018
Portugal;Marokko;1;0;2018;wm2018
Iran;Spanien;0;1;2018;wm2018
Spanien;Marokko;2;2;2018;wm2018
Iran;Portugal;1;1;2018;wm2018
Frankreich;Australien;2;1;2018;wm2018
Peru;Daenemark;0;1;2018;wm2018
Daenemark;Australien;1;1;2018;wm2018
Frankreich;Peru;1;0;2018;wm2018
Daenemark;Frankreich;0;0;2018;wm2018
Australien;Peru;0;2;2018;wm2018
Argentinien;Island;1;1;2018;wm2018
Kroatien;Nigeria;2;0;2018;wm2018
Argentinien;Kroatien;0;3;2018;wm2018
Nigeria;Island;2;0;2018;wm2018
Island;Kroatien;1;2;2018;wm2018
Nigeria;Argentinien;1;2;2018;wm2018
Costa Rica;Serbien;0;1;2018;wm2018
Brasilien;Schweiz;1;1;2018;wm2018
Brasilien;Costa Rica;2;0;2018;wm2018
Serbien;Schweiz;1;2;2018;wm2018
Serbien;Brasilien;0;2;2018;wm2018
Schweiz;Costa Rica;2;2;2018;wm2018
Deutschland;Mexiko;0;1;2018;wm2018
Schweden;Suedkorea;1;0;2018;wm2018
Suedkorea;Mexiko;1;2;2018;wm2018
Deutschland;Schweden;2;1;2018;wm2018
Mexiko;Schweden;0;3;2018;wm2018
Suedkorea;Deutschland;2;0;2018;wm2018
Belgien;Panama;3;0;2018;wm2018
Tunesien;England;1;2;2018;wm2018
Belgien;Tunesien;5;2;2018;wm2018
England;Panama;6;1;2018;wm2018
England;Belgien;0;1;2018;wm2018
Panama;Tunesien;1;2;2018;wm2018
Kolumbien;Japan;1;2;2018;wm2018
Polen;Senegal;1;2;2018;wm2018
Japan;Senegal;2;2;2018;wm2018
Polen;Kolumbien;0;3;2018;wm2018
Senegal;Kolumbien;0;1;2018;wm2018
Japan;Polen;0;1;2018;wm2018
Frankreich;Argentinien;4;3;2018;wm2018
Uruguay;Portugal;2;1;2018;wm2018
Spanien;Russland;3;4;2018;wm2018
Kroatien;Daenemark;3;2;2018;wm2018
Brasilien;Mexiko;2;0;2018;wm2018
Belgien;Japan;3;2;2018;wm2018
Schweden;Schweiz;1;0;2018;wm2018
Kolumbien;England;3;4;2018;wm2018
Uruguay;Frankreich;0;2;2018;wm2018
Brasilien;Belgien;1;2;2018;wm2018
Schweden;England;0;2;2018;wm2018
Russland;Kroatien;3;4;2018;wm2018
Frankreich;Belgien;1;0;2018;wm2018
Kroatien;England;2;1;2018;wm2018
Belgien;England;2;0;2018;wm2018
Frankreich;Kroatien;4;2;2018;wm2018
